,Unnamed: 0,comment, rmse_train,rmse_test,r2_train,r2_test
0,0,baseline,442.63668850208364,1064.0248767173978,0.5318394194039792,-0.2468085754722702
1,0,"test_size=0.2, p=0.33",472.86593489047516,1012.3960551874167,0.4956476811055933,-0.2268830068825369
2,0,test_size=0.1,487.70935712521447,900.7561866360722,0.4759063329092397,-0.16117422356975994
3,0,"test_size=0.1, age feature 118 fixed",485.7451092539367,906.5529146213443,0.478017118472185,-0.1686468462587929
4,0,"baseline, age feature 118 fixed",442.8780161693176,1052.7515910102588,0.5315841759871074,-0.23359870641660296
5,0,"500trees, age feature 118 fixed",440.61048377103265,1057.9123806237164,0.5339824617859955,-0.23964604317259866
6,0,"10trees, age feature 118 fixed",479.841361156813,1111.9013911054706,0.4924894025541198,-0.3029095652225551
7,0,"baseline, remove amount > 100, age feature 118 fixed",15.399090497259346,39.57718801562191,0.8434371611991196,0.5982705478816999
